번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,PHONE_NUMBER,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
2435,338000001020040001,1,영업/정상,0,정상,,부산광역시 수영구 망미동 777번지 45통1반 삼성아파트 7동 1107호,,"부산광역시 수영구 과정로15번길 7 (망미동, 국화)",48211.0,세진동물병원,2018-08-31,129.10185285049818,35.16908633383123
2436,338000001020040002,1,영업/정상,0,정상,,부산광역시 수영구 수영동 76-1번지 16통5반 백제삼정데파트 1401호,,부산광역시 수영구 수영로 733 (수영동),48223.0,사랑동물병원,2018-08-31,129.1196720821936,35.16864470672875
2437,338000001020060003,1,영업/정상,0,정상,,부산광역시 수영구 망미동 963-21번지 ,753-8875,부산광역시 수영구 연수로 241 (망미동),48207.0,연제종합동물병원,2018-08-31,129.09733200281056,35.17346154827038
2438,338000001020070001,1,영업/정상,0,정상,,부산광역시 수영구 망미동 837-4번지 19통5반 ,051-754-3270,부산광역시 수영구 연수로 235 (망미동),48207.0,삼성동물병원,2018-08-31,129.09658089817555,35.173532004683686
2439,338000001020120001,1,영업/정상,0,정상,,부산광역시 수영구 광안동 117-10번지 ,051-761-2502,부산광역시 수영구 수영로 618-1 (광안동),48291.0,ABC동물병원,2018-08-31,129.114025072488,35.16092607847602
2440,338000001020140001,1,영업/정상,0,정상,,,0517578529,부산광역시 수영구 광남로 207 (광안동),48303.0,민락동물병원,2018-08-31,129.12164731070837,35.15890071305221
2441,338000001020190001,1,영업/정상,0,정상,,부산광역시 수영구 광안동 174-5번지 ,051-756-0075,"부산광역시 수영구 광남로 125, 1층 (광안동)",48299.0,바다동물병원,2019-04-04,129.11622118198196,35.152793993413
2442,338000001020190002,1,영업/정상,0,정상,,부산광역시 수영구 광안동 118-7번지 호암 ,051-752-6667,"부산광역시 수영구 수영로 610, 호암 2층 (광안동)",48293.0,메이동물의료센터,2019-09-21,129.11392243527987,35.16008599778103
2443,338000001020190003,1,영업/정상,0,정상,,부산광역시 수영구 수영동 450-11 ,051-746-7582,"부산광역시 수영구 연수로 407-1, 2-3층 (수영동)",48232.0,센텀동물메디컬센터 수영점,2021-12-25,129.11400886917605,35.16843148177236
2453,338000001020200002,1,영업/정상,0,정상,,부산광역시 수영구 민락동 110-82 3층 ,051-753-7582,"부산광역시 수영구 광안해변로370번길 9-8, 블루오션 3층 (민락동)",48280.0,오리진 동물피부과병원,2020-10-08,129.1338654010644,35.15558450069671
2454,339000001020200001,1,영업/정상,0,정상,,부산광역시 사상구 주례동 191-17번지 ,0517157979,부산광역시 사상구 가야대로 325 (주례동),47004.0,가나다 동물병원,2020-06-11,129.00818949105087,35.151152106619996
2456,339000001019910001,1,영업/정상,0,정상,,부산광역시 사상구 주례동 1162-3번지 ,313-2559,부산광역시 사상구 가야대로 258 (주례동),47012.0,주례동물병원,2018-08-31,129.0009147100216,35.150017965522196
2457,339000001019960001,1,영업/정상,0,정상,,부산광역시 사상구 덕포동 429-13번지 ,304-6455,부산광역시 사상구 사상로 261 (덕포동),46955.0,신병헌동물병원,2018-08-31,128.98187194416758,35.168165576835705
2458,339000001019960002,1,영업/정상,0,정상,,부산광역시 사상구 모라동 1338-8번지 ,325-1638,부산광역시 사상구 백양대로 957 (모라동),46926.0,모라동물병원,2018-08-31,128.99198257533322,35.19166575710332
2459,339000001019980001,1,영업/정상,0,정상,,부산광역시 사상구 주례동 519-62번지 ,317-7558,부산광역시 사상구 주례로10번길 125 (주례동),,대성동물병원,2018-08-31,129.00460744390622,35.14928646377021
2460,339000001020030001,1,영업/정상,0,정상,,부산광역시 사상구 주례동 23-2번지 ,324-9954,부산광역시 사상구 가야대로 367 (주례동),47005.0,개금동물병원,2018-08-31,129.0127978742457,35.1516131653254
2461,339000001020030003,1,영업/정상,0,정상,,부산광역시 사상구 엄궁동 574-9번지 ,051-316-7597,부산광역시 사상구 대동로 12 (엄궁동),47035.0,엄궁종합동물병원,2018-08-31,128.9731666332912,35.132156300472836
2462,339000001020040002,1,영업/정상,0,정상,,부산광역시 사상구 모라동 459-2번지 ,311-7578,부산광역시 사상구 모라로 107 (모라동),46928.0,고은동물병원,2018-08-31,128.9912859176148,35.18648450695692
2463,339000001020060001,1,영업/정상,0,정상,,부산광역시 사상구 엄궁동 690번지 롯데마트엄궁점 ,051-314-7582,"부산광역시 사상구 낙동대로 733, 롯데마트엄궁점 2층 (엄궁동)",47032.0,쿨펫동물병원,2019-03-07,128.9684135921573,35.12757314463056
2464,339000001020140001,1,영업/정상,0,정상,,부산광역시 사상구 학장동 574-9번지 ,051-312-7555,부산광역시 사상구 대동로 129 (학장동),47050.0,학장동물병원,2018-08-31,128.9813781277093,35.140077327811404
2465,339000001020180001,1,영업/정상,0,정상,,부산광역시 사상구 엄궁동 565-1번지 ,,"부산광역시 사상구 낙동대로 786, 애진빌딩 201호 (엄궁동)",47039.0,서부산동물메디컬센터,2019-03-30,128.97216294218836,35.13069576465753
2469,339000001019890001,1,영업/정상,0,정상,,부산광역시 사상구 괘법동 555-26번지 ,322-3026,부산광역시 사상구 사상로 153 (괘법동),46974.0,사상동물병원,2018-08-31,128.98707677693588,35.159396656909365
2472,340000001020200001,1,영업/정상,0,정상,,부산광역시 기장군 기장읍 대라리 417-16 ,051-755-1175,부산광역시 기장군 기장읍 차성로 286,46066.0,배산 동물병원,2020-12-04,129.21380599695814,35.242921454713226
2473,340000001020140001,1,영업/정상,0,정상,,부산광역시 기장군 정관면 용수리 1312-5번지 ,051-728-0557,부산광역시 기장군 정관면 용수로 21,46014.0,지 동물병원,2018-08-31,129.1784823070707,35.3257330026003
2474,340000001020150001,1,영업/정상,0,정상,,부산광역시 기장군 정관읍 매학리 717-3번지 ,727-7522,부산광역시 기장군 정관읍 정관로 583,46015.0,아산동물의료센터,2019-02-01,129.17775694526054,35.321163831146364
2475,340000001020160001,1,영업/정상,0,정상,,부산광역시 기장군 정관읍 매학리 713-6번지 202호,051-923-0119,"부산광역시 기장군 정관읍 정관로 575-3, 2층 202호 (정관제일타워Ⅱ)",46015.0,정관착한동물병원,2018-08-31,129.17673897221601,35.32153394487748
2476,340000001020160002,1,영업/정상,0,정상,,부산광역시 기장군 기장읍 동부리 124번지 ,051-624-8275,부산광역시 기장군 기장읍 차성로 314,46061.0,디알씨동물병원,2018-08-31,129.2140112070249,35.2455837350382
2477,340000001019960001,1,영업/정상,0,정상,,부산광역시 기장군 기장읍 대라리 35-12 ,721-8075,부산광역시 기장군 기장읍 차성로288번길 61,,기장동물병원,2021-06-03,129.2171362689847,35.243193916892686
2478,340000001019870001,1,영업/정상,0,정상,,부산광역시 기장군 장안읍 좌천리 249-1번지 좌천동물병원 ,727-0170,"부산광역시 기장군 장안읍 좌방길 1, 좌천동물병원",46033.0,좌천동물병원,2019-05-04,129.2438569248082,35.31349990895966
2479,340000001020220001,1,영업/정상,0,정상,,부산광역시 기장군 기장읍 대라리 162-18 ,,"부산광역시 기장군 기장읍 대청로 8, 1층",46074.0,힐링페츠동물병원,2022-01-28,129.21111278527334,35.237760623174466
2480,340000001020120001,1,영업/정상,0,정상,,부산광역시 기장군 정관읍 매학리 713-3번지 ,728-2236,부산광역시 기장군 정관읍 정관로 565,46015.0,킴스동물병원,2019-03-06,129.17595015083242,35.321820551282116
2485,341000001020190001,1,영업/정상,0,정상,,대구광역시 중구 대신동 2110번지 대신e편한세상 ,214-5577,"대구광역시 중구 달구벌대로 1943, 101동 2층 201호 (대신동, 대신e편한세상)",41930.0,센트럴동물병원,2020-04-09,128.5767786028479,35.86348442216591
2487,341000001020220001,1,영업/정상,0,정상,,대구광역시 중구 대봉동 195-31 ,423-8275,"대구광역시 중구 명덕로 315, 1층 (대봉동)",41953.0,대구동물심장내과,2022-01-30,128.60475672660868,35.85541147854183
2488,341000001019900001,1,영업/정상,0,정상,,대구광역시 중구 동인동4가 332 ,424-4258,대구광역시 중구 국채보상로 724 (동인동4가),41946.0,동인동물병원,2022-01-16,128.6096353461804,35.86845739943909
2489,341000001020170001,1,영업/정상,0,정상,,대구광역시 중구 달성동 294-1 달성공원 ,803-7370,"대구광역시 중구 달성공원로 35, 달성공원 (달성동)",41924.0,달성공원 동물병원,2022-01-30,128.57767534948704,35.873863137502504
2490,341000001019980003,1,영업/정상,0,정상,,대구광역시 중구 남산동 661-1번지 ,256-6100,대구광역시 중구 중앙대로 333 (남산동),41967.0,고려애견종합병원,2018-08-31,128.5928403094657,35.86286744604597
2491,341000001020030002,1,영업/정상,0,정상,,대구광역시 중구 봉산동 53-2번지 ,253-8278,대구광역시 중구 달구벌대로 2114 (봉산동),41958.0,중부동물병원,2018-08-31,128.5947522526719,35.864948787627824
2492,341000001020040001,1,영업/정상,0,정상,,대구광역시 중구 삼덕동1가 41-14 ,426-1731,대구광역시 중구 달구벌대로 2145-1(삼덕동1가),41942.0,삼덕종합동물병원,2022-02-09,128.5984450024558,35.86480072572634
2493,341000001020050002,1,영업/정상,0,정상,,대구광역시 중구 남성로 1번지 15통5반 205호,254-3366,대구광역시 중구 서성로 34 (남성로),41934.0,동산동물병원,2018-08-31,128.58745252152204,35.86963237638651
2494,341000001020110001,1,영업/정상,0,정상,,대구광역시 중구 대봉동 48-13 ,767-1177,대구광역시 중구 동덕로 56-3 (대봉동),41952.0,오원석 황금동물병원,2022-01-29,128.60463608589558,35.85999655442987
2495,341000001020130001,1,영업/정상,0,정상,,대구광역시 중구 대봉동 715-15번지 ,053-424-9944,대구광역시 중구 대봉로 278 (대봉동),41950.0,대구축산 동물병원,2019-01-13,128.59986742144335,35.86342325585009
2496,341000001020150001,1,영업/정상,0,정상,,"대구광역시 중구 대신동 305-1 4통4반 태왕아너스스카이 상가 101호, 102호, 103호 ",426-7588,"대구광역시 중구 달구벌대로 1975 (대신동, 태왕아너스스카이 상가 101호, 102호, 103호)",41927.0,대구S동물병원,2022-01-27,128.57974841096015,35.865120558073876
2497,341000001020180001,1,영업/정상,0,정상,,대구광역시 중구 대봉동 40-135번지 ,255-8275,대구광역시 중구 동덕로8길 2 (대봉동),41952.0,원동물병원,2019-04-24,128.60544579828868,35.858521041041016
2506,341000001020220002,1,영업/정상,0,정상,,대구광역시 중구 대봉동 20-65 서정희피부과 ,254-7599,"대구광역시 중구 달구벌대로 2208, 서정희피부과 5층 (대봉동)",41951.0,박영우안과동물병원,2022-02-27,128.60453138645332,35.86259683651352
2507,342000001020210002,1,영업/정상,0,정상,,대구광역시 동구 대림동 890-2 ,,"대구광역시 동구 메디밸리로 13, 110호,111호,112호 (대림동)",41072.0,대구혁신메디컬 동물병원,2021-09-01,128.74936657691282,35.873979716072796
2509,342000001020200001,1,영업/정상,0,정상,,대구광역시 동구 봉무동 1539-3번지 이시아시티빌딩 205호,053-982-0275,"대구광역시 동구 팔공로51길 3, 이시아시티빌딩 205호 (봉무동)",41026.0,수호동물병원,2020-05-16,128.64054747366018,35.92278204096194
2510,342000001020200002,1,영업/정상,0,정상,,대구광역시 동구 신암동 576-20번지 201호,053-943-8275,"대구광역시 동구 아양로 81, 201호 (신암동)",41198.0,명진동물병원,2020-05-29,128.62288891576503,35.88327038749949
2514,342000001019900001,1,영업/정상,0,정상,,대구광역시 동구 신암동 1476번지 ,959-3959,대구광역시 동구 아양로 227 (신암동),,박동물병원,2019-03-10,128.6380104225332,35.88672015702765
2515,342000001019960001,1,영업/정상,0,정상,,대구광역시 동구 효목동 80-7번지 ,,대구광역시 동구 아양로 246 (효목동),,박순복동물병원,2019-03-10,128.63984118767834,35.88686566309498
2516,342000001020100003,1,영업/정상,0,정상,,대구광역시 동구 신기동 179-5번지 ,,대구광역시 동구 반야월로 140 (신기동),41110.0,이스턴24시동물병원,2019-03-10,128.7037915320772,35.8728980631309
2517,342000001020120001,1,영업/정상,0,정상,,대구광역시 동구 신서동 520-1번지 이마트 2층 ,965-7975,"대구광역시 동구 안심로 389-2 (신서동, 이마트 2층)",41084.0,쿨펫동물병원,2019-03-09,128.72741137454628,35.87079171002792
2518,342000001020130001,1,영업/정상,0,정상,,대구광역시 동구 율하동 1117 롯데마트 4층 동물병원 ,0536072754,"대구광역시 동구 안심로 80 (율하동,롯데마트 4층 동물병원)",,쿨펫동물병원,2020-07-12,128.69336685780794,35.86860266888368
2519,342000001020140001,1,영업/정상,0,정상,,대구광역시 동구 신서동 621-22번지 ,053-963-0775,대구광역시 동구 반야월로 334 (신서동),41083.0,앨리스동물병원,2019-06-28,128.72501536064595,35.87193227077821
2520,342000001020010004,1,영업/정상,0,정상,,대구광역시 동구 방촌동 1118-120번지 ,744-5757,대구광역시 동구 화랑로 413 (방촌동),41164.0,킴스동물병원,2019-03-10,128.6692585239326,35.876940773859516
2521,342000001020020001,1,영업/정상,0,정상,,대구광역시 동구 검사동 957-41번지 ,983-2069,대구광역시 동구 동촌로 154 (검사동),41157.0,변수의과의원,2019-03-09,128.65765894723455,35.8839858239367
2522,342000001020040003,1,영업/정상,0,정상,,대구광역시 동구 효목동 64-6번지 ,959-0121,대구광역시 동구 아양로 216 (효목동),,21세기종합동물병원,2018-08-31,128.63675000011233,35.885951435057926
2523,342000001020050001,1,영업/정상,0,정상,,대구광역시 동구 신암동 1196-57번지 ,942-0805,"대구광역시 동구 신암로 86-1, 1층 (신암동)",41205.0,다사랑종합동물병원,2019-03-10,128.6100062521723,35.87864059722373
2524,342000001020060002,1,영업/정상,0,정상,,대구광역시 동구 신천동 137-4번지 ,782-0210,대구광역시 동구 동대구로 425 (신천동),,대경동물병원,2019-03-09,128.625869936588,35.86840776776143
2525,342000001020150001,1,영업/정상,0,정상,,대구광역시 동구 방촌동 1118-109 ,944-8575,대구광역시 동구 화랑로 429 (방촌동),41165.0,이끌림동물병원,2020-12-18,128.6711106860364,35.87660497460124
2526,342000001020150002,1,영업/정상,0,정상,,대구광역시 동구 신천동 538-22번지 ,426-7011,"대구광역시 동구 동부로 34, 2층 (신천동)",41264.0,대구동물병원,2018-08-31,128.6164364110721,35.874041000844024
2527,342000001020150003,1,영업/정상,0,정상,,대구광역시 동구 율하동 1292번지 ,964-7588,"대구광역시 동구 율하서로 54, 101,102호 (율하동)",41108.0,율하동물병원,2018-08-31,128.69091675969216,35.86490551466248
2528,342000001020140003,1,영업/정상,0,정상,,대구광역시 동구 봉무동 1520-1번지 106호,,"대구광역시 동구 팔공로 320-1, 1층 106호 (봉무동)",41020.0,이시아동물병원,2018-08-31,128.64200567482897,35.92734631918302
2529,342000001020140004,1,영업/정상,0,정상,,대구광역시 동구 신암동 799-1번지 ,952-7227,대구광역시 동구 아양로 17 (신암동),41196.0,열린동물병원,2018-08-31,128.61603538110896,35.88164389150636
2530,342000001020170001,1,영업/정상,0,정상,,대구광역시 동구 각산동 444-7번지 ,053-962-3264,대구광역시 동구 경안로 826 (각산동),41073.0,봄이온동물병원,2018-12-29,128.71418314014252,35.87614370891129
2553,342000001020210001,1,영업/정상,0,정상,,대구광역시 동구 효목동 291-13 선화하이츠 ,,"대구광역시 동구 동부로 221 (효목동, 선화하이츠)",41230.0,행복동물병원,2021-03-28,128.63547239848322,35.879858384108324
2554,343000001020210002,1,영업/정상,0,정상,,대구광역시 서구 내당동 469-1 ,0535727585,대구광역시 서구 서대구로 15 (내당동),41857.0,24시알파동물메디컬센터,2021-07-30,128.55674290765072,35.85924805825398
2556,343000001020050002,1,영업/정상,0,정상,,대구광역시 서구 평리동 1360번지 ,573-1175,대구광역시 서구 서대구로 64 (평리동),,아이펫동물병원,2018-08-31,128.55652690293192,35.86381464053756
2557,343000001020080001,1,영업/정상,0,정상,,대구광역시 서구 중리동 33-4번지 ,053-552-0075,대구광역시 서구 국채보상로 176 (중리동),,더난 동물병원,2018-08-31,128.55049410323744,35.86929413620137
2558,343000001020010001,1,영업/정상,0,정상,,대구광역시 서구 비산동 400-16번지 ,554-3575,대구광역시 서구 국채보상로 407 (비산동),41801.0,진동물병원,2018-08-31,128.5755820802168,35.87219450665347
2559,343000001020050001,1,영업/정상,0,정상,,대구광역시 서구 평리동 1371-3번지 ,555-0051,대구광역시 서구 서대구로 136 (평리동),,페츠업 동물병원,2020-06-24,128.5553498667094,35.87006959243496
2560,343000001019920001,1,영업/정상,0,정상,,대구광역시 서구 비산동 511-48번지 ,559-9020,대구광역시 서구 달서로 165 (비산동),,보경동물병원,2018-08-31,128.57098319052457,35.877072208030285
2561,343000001020150001,1,영업/정상,0,정상,,대구광역시 서구 비산동 1302-9번지 ,070-4293-0622,"대구광역시 서구 서대구로 361, 2층 (비산동)",41710.0,더펫동물병원,2019-03-06,128.56061737271298,35.88910101964212
2562,343000001020200001,1,영업/정상,0,정상,,대구광역시 서구 내당동 245-16번지 ,556-8575,대구광역시 서구 서대구로 37 (내당동),41851.0,삼성동물병원,2020-01-12,128.55628067929786,35.861354633064856
2563,343000001020200002,1,영업/정상,0,정상,,대구광역시 서구 중리동 1136-158번지 ,783-1717,대구광역시 서구 와룡로66길 64 (중리동),41843.0,젠틀펫동물병원,2020-01-25,128.5446422147909,35.861935276153474
2569,343000001020210001,1,영업/정상,0,정상,,대구광역시 서구 평리동 1217-24 ,0532197579,"대구광역시 서구 국채보상로 270, 1층 (평리동)",41825.0,서대구동물병원,2021-05-02,128.56047518908724,35.87118858607018
2570,344000001020150001,1,영업/정상,0,정상,,대구광역시 남구 봉덕동 1045-20번지 ,,대구광역시 남구 신촌길 101 (봉덕동),42511.0,효성동물병원,2018-08-31,128.60418519682335,35.83878074343483
2572,344000001020000001,1,영업/정상,0,정상,,대구광역시 남구 봉덕동 554-2 ,473-2255,대구광역시 남구 봉덕로 89 (봉덕동),42438.0,현대동물병원,2021-08-15,128.60039076711396,35.844941375251985
2573,344000001020000004,1,영업/정상,0,정상,,대구광역시 남구 봉덕동 554-10 ,474-2266,대구광역시 남구 봉덕로 83 (봉덕동),42438.0,이천종합동물병원,2021-10-14,128.59976434658597,35.844991524737
2574,344000001020050003,1,영업/정상,0,정상,,대구광역시 남구 대명동 332-16 17통2반 ,629-8111,대구광역시 남구 대명로 230 (대명동),42450.0,대흥동물병원,2021-01-23,128.58207520395672,35.84096135156607
2575,344000001020070001,1,영업/정상,0,정상,,대구광역시 남구 봉덕동 1298-3 ,627-1470,"대구광역시 남구 중앙대로 150, 1층 (봉덕동)",42430.0,독사랑동물병원,2021-06-18,128.5908559218502,35.84662139494287
2576,344000001020080001,1,영업/정상,0,정상,,대구광역시 남구 대명동 1636-19번지 ,629-0075,대구광역시 남구 대명로 121 (대명동),42481.0,리더스동물병원,2018-08-31,128.57085029326495,35.83972046215132
2577,344000001020080002,1,영업/정상,0,정상,,대구광역시 남구 봉덕동 555-9번지 ,741-7573,대구광역시 남구 봉덕로 84 (봉덕동),42441.0,우리동물병원,2019-03-08,128.59967145890096,35.844547538430895
2578,344000001020120001,1,영업/정상,0,정상,,대구광역시 남구 봉덕동 562-15번지 ,473-0815,대구광역시 남구 대덕로 149 (봉덕동),42444.0,알프스동물병원,2019-03-08,128.5993736824987,35.841126036110325
2579,344000001019810002,1,영업/정상,0,정상,,대구광역시 남구 대명동 807-13번지 45통1반 ,654-1444,대구광역시 남구 두류공원로 18-2 (대명동),42470.0,남부동물병원,2019-03-08,128.57521583944944,35.840327662788944
2594,344000001020210001,1,영업/정상,0,정상,,대구광역시 남구 대명동 1057 ,053-657-0959,"대구광역시 남구 대명로 72, 더원빌딩 2층 (대명동)",42484.0,박순석동물메디컬센터,2022-02-09,128.56556700498192,35.83897360884165
2595,345000001020130002,1,영업/정상,0,정상,,대구광역시 북구 동천동 905-2 ,053-324-8875,대구광역시 북구 팔거천동로 210 (동천동),41423.0,세븐동물병원,2021-10-15,128.55846908463076,35.94269155964095
2597,345000001020200004,1,영업/정상,0,정상,,대구광역시 북구 대현동 340-15 ,0539597775,대구광역시 북구 신암로 73 (대현동),41576.0,해솔 동물병원,2021-10-15,128.60876295275585,35.87824870695276
2598,345000001020210001,1,영업/정상,0,정상,,대구광역시 북구 검단동 573 ,053-382-0090,대구광역시 북구 유통단지로7길 107 (검단동),41503.0,클럽펫월드 하루동물병원,2021-10-15,128.61349945710433,35.912417326814484
2599,345000001020190002,1,영업/정상,0,정상,,대구광역시 북구 동천동 909-4 ,053-323-8875,"대구광역시 북구 동천로24길 3, 1층 (동천동)",41423.0,동천 동물병원,2021-10-15,128.56090592208238,35.94208524213412
2600,345000001020190003,1,영업/정상,0,정상,,대구광역시 북구 사수동 799 ,053-322-1223,"대구광역시 북구 내곡로 81, 부광빌딩 102호 (사수동)",41493.0,더문 동물병원,2021-10-15,128.51274727647169,35.9018296789183
2602,345000001020220001,1,영업/정상,0,정상,,대구광역시 북구 산격동 1816 ,0533810044,대구광역시 북구 유통단지로8길 120-13(산격동),41516.0,우일축산 AH,2022-01-07,128.618031047851,35.90675748997643
2603,345000001020200002,1,영업/정상,0,정상,,대구광역시 북구 복현동 73 ,0533831199,대구광역시 북구 복현로 127 (복현동),41524.0,비타민동물병원,2021-10-15,128.61826650962098,35.90078423399766
2604,345000001020080001,1,영업/정상,0,정상,,대구광역시 북구 침산동 241-1 ,053-291-3336,대구광역시 북구 침산로 116 (침산동),,아프리카 동물병원,2021-10-22,128.5916941767422,35.886427664212356
2605,345000001020100001,1,영업/정상,0,정상,,대구광역시 북구 대현동 229-19 ,053-941-0553,대구광역시 북구 대현로 27 (대현동),,북부동물병원,2021-10-15,128.60353540004007,35.88580835577354
2606,345000001020110003,1,영업/정상,0,정상,,대구광역시 북구 복현동 209-1 ,053-475-00799,대구광역시 북구 공항로 12 (복현동),41526.0,준 동물병원,2021-10-15,128.61670969376772,35.89756545639091
2607,345000001020120001,1,영업/정상,0,정상,,대구광역시 북구 침산동 269-10 명성푸르지오 101동 A1호,341-1155,"대구광역시 북구 침산로 153, 101동 1층 A1호 (침산동, 명성푸르지오)",41559.0,라라(Lara) 동물병원,2021-10-15,128.59048237087256,35.88905823355267
2608,345000001020120002,1,영업/정상,0,정상,,대구광역시 북구 칠성동2가 371-2 ,053-424-2455,"대구광역시 북구 중앙대로 526, 2층 (칠성동2가)",41579.0,플러스동물의료센터,2022-02-09,128.59665249188524,35.879638388545615
2609,345000001020130001,1,영업/정상,0,정상,,대구광역시 북구 태전동 1068 ,053-357-7588,대구광역시 북구 칠곡중앙대로 373 (태전동),41452.0,태전동물병원,2021-10-15,128.54743159071975,35.92912793027608
2610,345000001020130003,1,영업/정상,0,정상,,대구광역시 북구 구암동 765-2 동재빌딩 101호,053-312-7553,"대구광역시 북구 학정로 440, 101호 (구암동, 동재빌딩)",41424.0,키다리동물병원,2021-10-15,128.56424427256877,35.94373847279671
2611,345000001020130004,1,영업/정상,0,정상,,대구광역시 북구 산격동 1838 ,053-383-0075,"대구광역시 북구 동북로 131, 105동 108,9호 (산격동, 양우내안에아파트 상가)",41519.0,올리브동물병원,2021-10-15,128.60815240061194,35.901590939539744
2612,345000001020140001,1,영업/정상,0,정상,,대구광역시 북구 노원동1가 1-8 ,053-352-8277,대구광역시 북구 침산남로 61 (노원동1가),41553.0,대구24시동물병원,2021-10-15,128.5827165609039,35.88955688926299
2613,345000001020150001,1,영업/정상,0,정상,,대구광역시 북구 서변동 1746-9 ,053-958-0075,대구광역시 북구 서변로 65-1 (서변동),41477.0,가온동물병원,2021-10-15,128.59647405281785,35.92145068070924
2614,345000001019940001,1,영업/정상,0,정상,,대구광역시 북구 노원동2가 290-3 ,352-5630,대구광역시 북구 팔달로41길 12 (노원동2가),41558.0,경북가축병원,2021-10-15,128.57337846484492,35.888315349413745
2615,345000001019990001,1,영업/정상,0,정상,,대구광역시 북구 태전동 415-1 102호,053-311-8275,"대구광역시 북구 칠곡중앙대로 301, 102호 (태전동)",,칠곡종합동물병원,2021-10-15,128.54656516508942,35.92249478841535
2617,345000001019840001,1,영업/정상,0,정상,,대구광역시 북구 산격동 1370-1 경북대학교 수의과대학 ,053-950-6898,"대구광역시 북구 대학로 80 (산격동, 경북대학교 수의과대학)",41566.0,경북대학교 수의과대학 부속동물병원,2021-10-14,128.61001905806444,35.890707061597425
2618,345000001019920002,1,영업/정상,0,정상,,대구광역시 북구 검단동 700-2 ,053-384-9907,대구광역시 북구 검단북로 154 (검단동),,대구축협동물병원,2022-01-12,128.62303398656593,35.91575551869571
2619,345000001020010001,1,영업/정상,0,정상,,대구광역시 북구 관음동 1383-14 ,325-7579,대구광역시 북구 칠곡중앙대로 483 (관음동),,강동물병원,2021-10-15,128.54926606616067,35.93884401009275
2620,345000001020150002,1,영업/정상,0,정상,,대구광역시 북구 태전동 1113 ,053-312-7975,대구광역시 북구 칠곡중앙대로 189 (태전동),41471.0,다온동물병원,2021-10-15,128.5480589960426,35.912969950911005
2621,345000001020170001,1,영업/정상,0,정상,,대구광역시 북구 칠성동2가 2-2 ,053-352-1998,"대구광역시 북구 침산로21길 23 (칠성동2가, 침산1차푸르지오)",41593.0,신한동물병원,2021-10-15,128.58797435716252,35.88524515020197
2622,345000001019810001,1,영업/정상,0,정상,,대구광역시 북구 읍내동 781-1 ,322-0041,대구광역시 북구 칠곡중앙대로 531 (읍내동),41442.0,동명동물병원,2021-10-15,128.5504201160641,35.94314768682259
2623,345000001020030003,1,영업/정상,0,정상,,대구광역시 북구 동천동 932-4 ,324-0116,대구광역시 북구 대천로 72-1 (동천동),,굿모닝동물병원,2021-10-15,128.55717450345796,35.936973698262385
2624,345000001020030004,1,영업/정상,0,정상,,대구광역시 북구 산격동 1216-4 ,954-3395,대구광역시 북구 산격로 109 (산격동),,가나동물병원,2021-10-15,128.60824654641078,35.89932441817282
2625,345000001020030005,1,영업/정상,0,정상,,대구광역시 북구 관음동 1386-7 ,053-322-9075,대구광역시 북구 칠곡중앙대로 471 (관음동),,늘푸른종합동물병원,2021-10-15,128.5489216241917,35.937773013623534
2626,345000001020040001,1,영업/정상,0,정상,,대구광역시 북구 동천동 668-1 13통5반 칠곡홈플러스 301호,053-314-0075,"대구광역시 북구 동암로12길 8, 2층 (동천동, 칠곡홈플러스)",41422.0,도그플러스 동물병원(미유펫 대구점),2021-10-15,128.55593917058894,35.94484974471946
2627,345000001020050003,1,영업/정상,0,정상,,대구광역시 북구 태전동 1195 ,053-326-2557,"대구광역시 북구 학정로 149, 한우리메디타워 2층 204호 (태전동)",41467.0,순풍동물병원,2021-10-15,128.5511307501514,35.921474917929956
2645,346000001020010006,1,영업/정상,0,정상,,대구광역시 수성구 수성동1가 218-4번지 ,751-6693,대구광역시 수성구 명덕로 393 (수성동1가),,신세계동물병원,2019-01-13,128.6132886735093,35.85479601590072
2646,346000001020210002,1,영업/정상,0,정상,,대구광역시 수성구 만촌동 1036-4 1층 ,053-634-7582,"대구광역시 수성구 달구벌대로 2545, 1층 (만촌동)",42056.0,본동물메디컬센터 24시수성점,2021-07-22,128.6411635913059,35.85947250557094
2647,346000001020200001,1,영업/정상,0,정상,,대구광역시 수성구 만촌동 414-9 ,053-741-7474,"대구광역시 수성구 화랑로 16, 1층 (만촌동)",42039.0,마음을 읽어주는 마음동물병원,2020-09-18,128.63116245883597,35.8679974133313
2648,346000001020200002,1,영업/정상,0,정상,,대구광역시 수성구 사월동 421-1 ,0537935959,"대구광역시 수성구 달구벌대로 3313, 2층 (사월동)",42272.0,오구오구 동물병원,2020-10-28,128.71845546559786,35.83714236950225
2649,346000001020180004,1,영업/정상,0,정상,,대구광역시 수성구 황금동 848-1번지 ,0537628899,대구광역시 수성구 청수로 135 (황금동),42149.0,유니온동물의료센터,2019-01-09,128.62324383877458,35.840369863885954
